annee,diplome,situation,remarque,disca,part_femmes,age_moyen_a_la_soutenance,part_docteurs_etrangers,eff_rep,taux_rep,part_docteurs_declarant_avoir_ete_finances_pour_realiser_la_these,taux_insertion,part_stable,part_cadre,part_temps_plein,part_secteur_academique,part_public_hors_secteur_academique,part_r_d_privee,part_privee_hors_secteur_academique_et_r_d,part_docteurs_en_emploi_a_l_etranger,part_docteurs_en_emploi_dans_la_meme_region_que_leur_etablissement,sal_net_q1_mensuel,sal_net_med_mensuel,sal_net_q3_mensuel,sal_brut_med_annuel,lib_etablissement_2014,numero_uai_ori,lib_etablissement_2020,numero_uai_2020
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,37,13,6,75,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,31,35,38,10,62,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,31,30,48,211,76,88,85,59,96,96,60,10,17,13,45,nd,1885,2070,2295,30492,LORRAINE,0542493S,LORRAINE,0542493S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,58,32,45,34,85,75,79,62,93,80,66,7,14,13,37,nd,2113,2880,3188,40656,LORRAINE,0542493S,LORRAINE,0542493S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,37,29,65,11,58,71,100,57,100,92,40,0,34,25,52,nd,1995,2263,2466,31944,EC. CENTRALE LILLE,0590349J,EC. CENTRALE LILLE,0590349J
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,31,29,43,142,68,90,83,48,97,96,56,10,16,18,35,nd,1748,1954,2160,28000,LILLE 1 (fermé),0593559Y,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,48,31,22,46,69,68,94,41,96,93,77,9,2,12,29,nd,2096,2263,2983,31944,LILLE 2 (fermé),0593560Z,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LITTORAL,0595964M,LITTORAL,0595964M
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,25,30,54,53,67,90,91,49,93,91,55,11,21,13,46,nd,1903,2160,2450,30492,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,39,33,63,20,61,45,94,32,67,71,30,51,7,12,34,nd,1700,1955,3111,27600,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,42,37,78,31,48,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PERPIGNAN,0660437S,PERPIGNAN,0660437S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,48,34,35,14,61,64,100,54,94,78,59,11,6,24,42,nd,2006,2006,2813,28314,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,33,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,INSA LYON,0690192J,INSA LYON,0690192J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,65,39,16,31,54,39,88,76,83,90,51,31,0,18,42,nd,1983,2196,2310,31000,LYON 2,0691775E,LYON 2,0691775E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,38,36,48,26,45,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LYON 3,0692437Z,LYON 3,0692437Z
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,50,31,67,4,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LE MANS,0720916E,LE MANS,0720916E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,63,36,37,83,32,58,80,63,82,84,37,48,0,15,29,nd,1566,2125,2513,30000,PARIS 4 (fermé),0751720M,SORBONNE UNIVERSITE,0755890V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,66,36,53,18,28,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,48,30,34,20,14,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 7,0751723R,PARIS 7,0751723R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,2,18,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,CNAM PARIS,0753471R,CNAM PARIS,0753471R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,28,29,39,47,58,90,85,74,96,100,9,6,54,31,10,nd,2125,2483,2688,39720,ENSM PARIS,0753493P,ENSM PARIS,0753493P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,27,28,20,6,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,OBSERV. PARIS,0753496T,OBSERV. PARIS,0753496T
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,35,29,67,47,52,98,95,74,93,100,37,2,27,34,51,nd,2000,2250,2563,36000,TELECOM PARISTECH (fermé),0753510H,TELECOM PARIS,0912407X
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,EHESS PARIS,0753742K,EHESS PARIS,0753742K
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,8,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,VERSAILLES ST-QUENT.,0781944P,VERSAILLES ST-QUENT.,0781944P
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,31,29,49,205,56,88,87,48,95,99,51,13,15,21,37,nd,1954,2195,2500,32880,PARIS 11,0911101C,PARIS 11,0911101C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,25,26,25,4,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,SUPELEC (fermé),0911494E,CENTRALESUP GI,0912341A
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,42,30,71,10,42,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,EVRY,0911975C,EVRY,0911975C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,62,30,19,16,61,87,85,45,85,100,48,35,11,6,12,53,1560,1970,2074,27816,CAEN,0141408E,CAEN,0141408E
2014,DOCTORAT,36 mois après le diplôme,,Sciences du vivant,45,30,32,48,77,77,90,51,89,95,65,12,8,15,28,30,1867,2139,2672,30492,DIJON,0211237F,DIJON,0211237F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,56,35,37,48,60,41,85,78,80,90,45,45,2,9,25,43,1638,2178,2479,30744,DIJON,0211237F,DIJON,0211237F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,33,32,29,27,82,61,79,59,90,95,52,29,9,10,23,58,1952,2281,4011,32208,BESANCON,0251215K,BESANCON,0251215K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,56,36,41,22,69,68,84,78,85,82,41,35,20,5,13,42,1747,2057,2158,29040,BESANCON,0251215K,BESANCON,0251215K
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,43,30,40,80,77,86,82,48,89,94,54,18,17,11,39,34,1768,2196,2468,31000,BREST,0290346U,BREST,0290346U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,50,44,30,6,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,BREST,0290346U,BREST,0290346U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,43,29,29,11,78,100,100,53,100,100,31,13,39,17,40,45,2095,2600,2625,41600,INSA TOULOUSE,0310152X,INSA TOULOUSE,0310152X
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,20,29,44,51,47,83,94,84,92,96,37,11,30,23,12,41,2188,2469,2723,37244,INP TOULOUSE,0311381H,INP TOULOUSE,0311381H
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,55,30,20,51,55,86,78,40,94,97,66,9,15,10,41,41,1911,2466,3600,39456,TOULOUSE 3,0311384L,TOULOUSE 3,0311384L
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,64,34,21,10,71,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,IEP BORDEAUX,0330192E,IEP BORDEAUX,0330192E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,47,30,29,57,65,84,89,46,86,100,52,18,14,17,30,53,1908,2098,2468,30529,BORDEAUX,0333298F,BORDEAUX,0333298F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,36,29,51,107,57,87,87,61,97,98,50,14,20,17,27,20,2074,2322,2550,34000,MONTPELLIER 2 (fermé),0341088Y,U MONTPELLIER,0342321N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,55,39,44,38,61,48,90,69,82,90,57,28,5,10,28,42,1956,2468,2679,34848,MONTPELLIER 3,0341089Z,MONTPELLIER 3,0341089Z
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,58,35,25,9,75,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,MONTPELLIER SUPAGRO,0342222F,MONTPELLIER SUPAGRO,0342222F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,33,34,40,28,58,60,100,59,100,100,65,21,0,14,44,20,2263,2479,2852,35000,RENNES 1,0350936C,RENNES 1,0350936C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,50,29,28,25,69,82,92,55,91,95,49,25,8,19,27,14,2092,2314,2593,36168,AGROCAMPUS OUEST,0352692L,AGROCAMPUS OUEST,0352692L
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,21,30,43,42,49,91,92,70,93,96,48,6,31,15,37,27,2125,2315,2928,37000,NANTES,0440984F,NANTES,0440984F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,29,28,53,13,76,100,88,45,88,100,52,12,16,20,42,8,2057,2196,2274,31000,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,23,29,54,24,69,91,96,60,100,94,52,10,26,12,31,21,2123,2267,2674,36168,BRETAGNE-SUD,0561718N,BRETAGNE-SUD,0561718N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,56,34,24,25,78,48,81,85,91,94,45,38,0,17,29,0,2057,2281,2777,32208,LILLE 2 (fermé),0593560Z,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,2,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LILLE 3 (fermé),0593561A,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,31,29,63,11,17,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,UT COMPIEGNE,0601223D,UT COMPIEGNE,0601223D
2014,DOCTORAT,36 mois après le diplôme,,Sciences du vivant,72,30,25,46,77,79,84,55,91,90,61,23,17,0,34,41,1842,2254,2550,33000,CLERMONT AUVERGNE,0632035V,CLERMONT AUVERGNE,0632035V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,53,37,49,70,53,60,89,68,81,90,46,37,4,14,32,35,1929,2074,2520,29280,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,48,34,35,14,61,64,81,65,78,84,42,21,8,29,40,27,2263,2569,3292,38064,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,12,31,57,20,57,94,92,68,100,91,43,21,24,12,50,26,1995,2160,2569,31920,MULHOUSE,0681166Y,MULHOUSE,0681166Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,38,36,48,26,45,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LYON 3,0692437Z,LYON 3,0692437Z
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,32,30,54,22,63,90,100,59,100,100,58,3,39,0,36,11,1646,2057,2688,30928,LE MANS,0720916E,LE MANS,0720916E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,41,32,34,45,61,75,97,73,97,90,62,10,9,19,17,47,2263,2593,3791,36600,PARIS-DAUPHINE,0750736T,PARIS-DAUPHINE,0750736T
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,59,36,34,127,57,58,93,67,86,86,42,39,2,18,23,57,1918,2294,2696,32380,PARIS 1,0751717J,PARIS 1,0751717J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,48,33,48,92,50,72,93,85,90,92,50,21,5,23,26,55,2263,2904,3542,40992,PARIS 1,0751717J,PARIS 1,0751717J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,71,33,17,6,21,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,34,29,44,301,64,89,94,64,94,98,49,7,25,19,43,38,2211,2520,3000,39000,PARIS 6 (fermé),0751722P,SORBONNE UNIVERSITE,0755890V
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,12,28,9,11,44,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,1,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,27,28,20,6,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,OBSERV. PARIS,0753496T,OBSERV. PARIS,0753496T
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,49,30,24,17,49,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ROUEN,0761904G,ROUEN,0761904G
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,43,32,57,5,71,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LE HAVRE,0762762P,LE HAVRE,0762762P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,29,62,52,38,91,97,84,93,95,25,19,28,28,15,64,2375,2880,3125,42108,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,35,29,50,15,75,100,91,69,95,100,57,5,22,16,30,5,2232,2468,2750,36708,ENSM ALBI-CARMAUX,0811200P,ENSM ALBI-CARMAUX,0811200P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,45,29,50,17,77,86,94,58,89,82,42,25,23,9,32,40,2026,2267,2375,32000,TOULON,0830766G,TOULON,0830766G
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,41,29,53,46,59,87,85,60,94,94,45,17,15,23,26,23,2015,2250,2313,36000,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,20,28,41,24,24,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,EC. POLYTECHNIQUE,0911568K,EC. POLYTECHNIQUE,0911568K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,38,31,55,6,29,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,EVRY,0911975C,EVRY,0911975C
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,37,31,63,17,25,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 13,0931238R,PARIS 13,0931238R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,64,36,21,5,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,NOUVELLE CALEDONIE,9830445S,NOUVELLE CALEDONIE,9830445S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,32,30,60,51,46,90,95,57,97,100,44,15,27,14,49,nd,2125,2373,2813,36000,NICE (fermé),0060931E,UNIVERSITE COTE AZUR,0062205P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,58,36,42,27,46,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,NICE (fermé),0060931E,UNIVERSITE COTE AZUR,0062205P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,52,35,48,26,62,43,82,71,82,86,55,33,0,11,27,nd,2102,2777,4958,39204,NICE (fermé),0060931E,UNIVERSITE COTE AZUR,0062205P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,20,29,38,31,62,88,95,41,97,97,45,7,24,25,15,nd,1875,2158,2381,31944,DIJON,0211237F,DIJON,0211237F
2014,DOCTORAT,12 mois après le diplôme,,Sciences du vivant,45,30,32,48,77,77,88,42,81,92,63,20,6,10,30,nd,1648,1800,2160,27007,DIJON,0211237F,DIJON,0211237F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,56,36,41,22,69,68,77,67,87,66,30,43,8,19,15,nd,1625,1867,2057,26352,BESANCON,0251215K,BESANCON,0251215K
